Trial,Instance_ID,Configuration,Status,Solution_Length,Generated_Nodes,Expanded_Nodes,Time_ms,EBF
2,78,IDA*_PDB_Bitboard,Solved,44,357324,357333,12,1.293
2,79,IDA*_Manhattan,Solved,47,13512022,13512032,1533,1.380
2,79,IDA*_LinearConflict,Solved,47,603516,603524,303,1.286
2,79,IDA*_PDB_OOP,Solved,47,78036,78043,16,1.226
2,79,IDA*_PDB_Bitboard,Solved,47,78036,78043,3,1.226
2,80,IDA*_Manhattan,Solved,51,6010273,6010282,624,1.321
2,80,IDA*_LinearConflict,Solved,51,514450,514456,256,1.254
2,80,IDA*_PDB_OOP,Solved,51,564871,564878,118,1.257
2,80,IDA*_PDB_Bitboard,Solved,51,564871,564878,19,1.257
2,81,IDA*_Manhattan,Solved,47,4230239,4230249,454,1.344
2,81,IDA*_LinearConflict,Solved,47,668829,668836,356,1.289
2,81,IDA*_PDB_OOP,Solved,47,154423,154430,31,1.246
2,81,IDA*_PDB_Bitboard,Solved,47,154423,154430,6,1.246
2,82,IDA*_Manhattan,Solved,54,62025105,62025115,6748,1.360
2,82,IDA*_LinearConflict,Solved,54,4872207,4872216,2474,1.294
2,82,IDA*_PDB_OOP,Solved,54,831884,831891,166,1.249
2,82,IDA*_PDB_Bitboard,Solved,54,831884,831891,27,1.249
2,83,IDA*_Manhattan,Solved,56,115496231,115496240,12356,1.360
2,83,IDA*_LinearConflict,Solved,56,10830402,10830409,5721,1.301
2,83,IDA*_PDB_OOP,Solved,56,3888116,3888124,784,1.276
2,83,IDA*_PDB_Bitboard,Solved,56,3888116,3888124,124,1.276
2,84,IDA*_Manhattan,Solved,48,24373333,24373345,2689,1.388
2,84,IDA*_LinearConflict,Solved,48,1045341,1045350,537,1.294
2,84,IDA*_PDB_OOP,Solved,48,312721,312728,72,1.259
2,84,IDA*_PDB_Bitboard,Solved,48,312721,312728,11,1.259
2,85,IDA*_Manhattan,Solved,51,61027424,61027434,6719,1.386
2,85,IDA*_LinearConflict,Solved,51,7260015,7260024,3737,1.326
2,85,IDA*_PDB_OOP,Solved,51,2224137,2224146,416,1.294
2,85,IDA*_PDB_Bitboard,Solved,51,2224137,2224146,68,1.294
2,86,IDA*_Manhattan,Solved,43,589771,589779,64,1.318
2,86,IDA*_LinearConflict,Solved,43,146727,146734,77,1.272
2,86,IDA*_PDB_OOP,Solved,43,61822,61827,12,1.244
2,86,IDA*_PDB_Bitboard,Solved,43,61822,61827,2,1.244
2,87,IDA*_Manhattan,Solved,46,2584756,2584765,293,1.338
2,87,IDA*_LinearConflict,Solved,46,740798,740806,386,1.299
2,87,IDA*_PDB_OOP,Solved,46,127854,127862,26,1.247
2,87,IDA*_PDB_Bitboard,Solved,46,127854,127862,5,1.247
2,88,IDA*_Manhattan,Solved,39,55170,55176,5,1.272
2,88,IDA*_LinearConflict,Solved,39,5487,5493,3,1.190
2,88,IDA*_PDB_OOP,Solved,39,5699,5704,2,1.191
2,88,IDA*_PDB_Bitboard,Solved,39,5699,5704,0,1.191
2,89,IDA*_Manhattan,Solved,48,1862585,1862592,201,1.311
2,89,IDA*_LinearConflict,Solved,48,56920,56926,27,1.211
2,89,IDA*_PDB_OOP,Solved,48,13965,13969,2,1.172
2,89,IDA*_PDB_Bitboard,Solved,48,13965,13969,1,1.172
2,90,IDA*_Manhattan,Solved,38,653179,653186,70,1.375
2,90,IDA*_LinearConflict,Solved,38,86359,86365,46,1.297
2,90,IDA*_PDB_OOP,Solved,38,3340,3344,2,1.178
2,90,IDA*_PDB_Bitboard,Solved,38,3340,3344,0,1.178
2,91,IDA*_Manhattan,Solved,54,87221460,87221471,9434,1.369
2,91,IDA*_LinearConflict,Solved,54,15026874,15026884,8049,1.323
2,91,IDA*_PDB_OOP,Solved,54,6699191,6699200,1347,1.302
2,91,IDA*_PDB_Bitboard,Solved,54,6699191,6699200,213,1.302
2,92,IDA*_Manhattan,Solved,48,22253305,22253315,2621,1.385
2,92,IDA*_LinearConflict,Solved,48,3081690,3081698,1665,1.326
2,92,IDA*_PDB_OOP,Solved,48,803428,803435,164,1.287
2,92,IDA*_PDB_Bitboard,Solved,48,803428,803435,25,1.287
2,93,IDA*_Manhattan,Solved,37,185784,185791,21,1.337
2,93,IDA*_LinearConflict,Solved,37,74734,74741,64,1.302
2,93,IDA*_PDB_OOP,Solved,37,2806,2810,1,1.178
2,93,IDA*_PDB_Bitboard,Solved,37,2806,2810,0,1.178
2,94,IDA*_Manhattan,Solved,48,5252251,5252259,563,1.342
2,94,IDA*_LinearConflict,Solved,48,1473627,1473635,788,1.304
2,94,IDA*_PDB_OOP,Solved,48,171463,171470,36,1.242
2,94,IDA*_PDB_Bitboard,Solved,48,171463,171470,7,1.242
2,95,IDA*_Manhattan,Solved,47,94269477,94269489,10446,1.441
2,95,IDA*_LinearConflict,Solved,47,4269051,4269061,2282,1.344
2,95,IDA*_PDB_OOP,Solved,47,4788416,4788425,974,1.348
2,95,IDA*_PDB_Bitboard,Solved,47,4788416,4788425,154,1.348
2,96,IDA*_Manhattan,Solved,38,124625,124633,15,1.311
2,96,IDA*_LinearConflict,Solved,38,12849,12855,7,1.227
2,96,IDA*_PDB_OOP,Solved,38,3710,3714,0,1.182
2,96,IDA*_PDB_Bitboard,Solved,38,3710,3714,0,1.182
2,97,IDA*_Manhattan,Solved,53,25328199,25328206,2877,1.344
2,97,IDA*_LinearConflict,Solved,53,6421235,6421242,3390,1.308
2,97,IDA*_PDB_OOP,Solved,53,1598508,1598515,392,1.272
2,97,IDA*_PDB_Bitboard,Solved,53,1598508,1598515,55,1.272
2,98,IDA*_Manhattan,Solved,41,1514202,1514212,175,1.371
2,98,IDA*_LinearConflict,Solved,41,258365,258373,139,1.308
2,98,IDA*_PDB_OOP,Solved,41,40594,40600,8,1.245
2,98,IDA*_PDB_Bitboard,Solved,41,40594,40600,1,1.245
2,99,IDA*_Manhattan,Solved,46,2724104,2724112,285,1.339
2,99,IDA*_LinearConflict,Solved,46,803199,803206,455,1.302
2,99,IDA*_PDB_OOP,Solved,46,156485,156492,31,1.253
2,99,IDA*_PDB_Bitboard,Solved,46,156485,156492,5,1.253
2,100,IDA*_Manhattan,Solved,43,78753,78757,9,1.252
2,100,IDA*_LinearConflict,Solved,43,14020,14024,7,1.197
2,100,IDA*_PDB_OOP,Solved,43,13377,13381,3,1.196
2,100,IDA*_PDB_Bitboard,Solved,43,13377,13381,0,1.196
3,1,IDA*_Manhattan,Solved,46,19317103,19317115,2041,1.401
3,1,IDA*_LinearConflict,Solved,46,2168156,2168164,1253,1.332
3,1,IDA*_PDB_OOP,Solved,46,583220,583228,111,1.292
3,1,IDA*_PDB_Bitboard,Solved,46,583220,583228,19,1.292
3,2,IDA*_Manhattan,Solved,52,2689528,2689536,301,1.292
3,2,IDA*_LinearConflict,Solved,52,855296,855304,493,1.262
3,2,IDA*_PDB_OOP,Solved,52,95032,95038,18,1.205
3,2,IDA*_PDB_Bitboard,Solved,52,95032,95038,3,1.205
3,3,IDA*_Manhattan,Solved,40,4025643,4025652,461,1.419
3,3,IDA*_LinearConflict,Solved,40,427404,427412,245,1.336
3,3,IDA*_PDB_OOP,Solved,40,76886,76892,15,1.275
3,3,IDA*_PDB_Bitboard,Solved,40,76886,76892,3,1.275
3,4,IDA*_Manhattan,Solved,45,278498,278505,34,1.277
3,4,IDA*_LinearConflict,Solved,45,103709,103716,89,1.247
3,4,IDA*_PDB_OOP,Solved,45,7986,7991,6,1.170
3,4,IDA*_PDB_Bitboard,Solved,45,7986,7991,1,1.170
3,5,IDA*_Manhattan,Solved,51,59460414,59460424,6753,1.385
3,5,IDA*_LinearConflict,Solved,51,4026419,4026428,2088,1.310
3,5,IDA*_PDB_OOP,Solved,51,1715664,1715672,320,1.287
3,5,IDA*_PDB_Bitboard,Solved,51,1715664,1715672,55,1.287
3,6,IDA*_Manhattan,Solved,50,8628603,8628612,940,1.339
3,6,IDA*_LinearConflict,Solved,50,1312106,1312114,710,1.286
3,6,IDA*_PDB_OOP,Solved,50,264487,264495,53,1.242
3,6,IDA*_PDB_Bitboard,Solved,50,264487,264495,9,1.242
3,7,IDA*_Manhattan,Solved,42,66271,66277,7,1.254
3,7,IDA*_LinearConflict,Solved,42,23183,23188,13,1.220
3,7,IDA*_PDB_OOP,Solved,42,6375,6380,1,1.178
3,7,IDA*_PDB_Bitboard,Solved,42,6375,6380,0,1.178
3,8,IDA*_Manhattan,Solved,36,100760,100767,12,1.324
3,8,IDA*_LinearConflict,Solved,36,15354,15359,7,1.250
3,8,IDA*_PDB_OOP,Solved,36,13952,13958,4,1.246
3,8,IDA*_PDB_Bitboard,Solved,36,13952,13958,1,1.246
3,9,IDA*_Manhattan,Solved,32,9630,9635,1,1.269
3,9,IDA*_LinearConflict,Solved,32,3698,3703,2,1.226
3,9,IDA*_PDB_OOP,Solved,32,643,646,0,1.149
3,9,IDA*_PDB_Bitboard,Solved,32,643,646,1,1.149
3,10,IDA*_Manhattan,Solved,32,17677,17685,2,1.296
3,10,IDA*_LinearConflict,Solved,32,1989,1994,1,1.199
3,10,IDA*_PDB_OOP,Solved,32,609,614,0,1.146
3,10,IDA*_PDB_Bitboard,Solved,32,609,614,0,1.146
3,11,IDA*_Manhattan,Solved,37,125193,125199,13,1.322
3,11,IDA*_LinearConflict,Solved,37,18282,18287,10,1.248
3,11,IDA*_PDB_OOP,Solved,37,8483,8488,3,1.219
3,11,IDA*_PDB_Bitboard,Solved,37,8483,8488,0,1.219
3,12,IDA*_Manhattan,Solved,45,707339,707347,77,1.306
3,12,IDA*_LinearConflict,Solved,45,147750,147756,77,1.258
3,12,IDA*_PDB_OOP,Solved,45,19601,19607,5,1.197
3,12,IDA*_PDB_Bitboard,Solved,45,19601,19607,0,1.197
3,13,IDA*_Manhattan,Solved,45,746629,746634,81,1.308
3,13,IDA*_LinearConflict,Solved,45,227184,227189,122,1.271
3,13,IDA*_PDB_OOP,Solved,45,15526,15530,4,1.190
3,13,IDA*_PDB_Bitboard,Solved,45,15526,15530,0,1.190
3,14,IDA*_Manhattan,Solved,40,517350,517359,61,1.343
3,14,IDA*_LinearConflict,Solved,40,204840,204848,116,1.310
3,14,IDA*_PDB_OOP,Solved,40,5524,5529,1,1.184
3,14,IDA*_PDB_Bitboard,Solved,40,5524,5529,0,1.184
3,15,IDA*_Manhattan,Solved,42,313543,313551,39,1.306
3,15,IDA*_LinearConflict,Solved,42,103678,103686,54,1.269
3,15,IDA*_PDB_OOP,Solved,42,30931,30938,6,1.229
3,15,IDA*_PDB_Bitboard,Solved,42,30931,30938,1,1.229
3,16,IDA*_Manhattan,Solved,48,153143205,153143217,16843,1.445
3,16,IDA*_LinearConflict,Solved,48,13895081,13895091,7522,1.371
3,16,IDA*_PDB_OOP,Solved,48,2122864,2122873,431,1.315
3,16,IDA*_PDB_Bitboard,Solved,48,2122864,2122873,71,1.315
3,17,IDA*_Manhattan,Solved,49,9704292,9704300,1052,1.351
3,17,IDA*_LinearConflict,Solved,49,793544,793551,410,1.279
3,17,IDA*_PDB_OOP,Solved,49,104453,104459,22,1.223
3,17,IDA*_PDB_Bitboard,Solved,49,104453,104459,5,1.223
3,18,IDA*_Manhattan,Solved,34,123244,123252,12,1.357
3,18,IDA*_LinearConflict,Solved,34,23608,23615,16,1.287
3,18,IDA*_PDB_OOP,Solved,34,6318,6324,1,1.232
3,18,IDA*_PDB_Bitboard,Solved,34,6318,6324,0,1.232
3,19,IDA*_Manhattan,Solved,57,64830581,64830589,6897,1.338
3,19,IDA*_LinearConflict,Solved,57,4310893,4310900,2089,1.272
3,19,IDA*_PDB_OOP,Solved,57,699190,699197,140,1.230
3,19,IDA*_PDB_Bitboard,Solved,57,699190,699197,23,1.230
3,20,IDA*_Manhattan,Solved,56,49770312,49770320,5566,1.339
3,20,IDA*_LinearConflict,Solved,56,14545438,14545445,7337,1.308
3,20,IDA*_PDB_OOP,Solved,56,2650295,2650302,519,1.267
3,20,IDA*_PDB_Bitboard,Solved,56,2650295,2650302,88,1.267
3,21,IDA*_Manhattan,Solved,37,225268,225275,24,1.345
3,21,IDA*_LinearConflict,Solved,37,52087,52092,31,1.288
3,21,IDA*_PDB_OOP,Solved,37,21338,21345,4,1.254
3,21,IDA*_PDB_Bitboard,Solved,37,21338,21345,1,1.254
3,22,IDA*_Manhattan,Solved,49,16732379,16732389,1825,1.367
3,22,IDA*_LinearConflict,Solved,49,908826,908833,455,1.283
3,22,IDA*_PDB_OOP,Solved,49,39517,39522,9,1.196
3,22,IDA*_PDB_Bitboard,Solved,49,39517,39522,1,1.196
3,23,IDA*_Manhattan,Solved,50,12777503,12777513,1391,1.350
3,23,IDA*_LinearConflict,Solved,50,3054478,3054488,1560,1.310
3,23,IDA*_PDB_OOP,Solved,50,908028,908035,181,1.276
3,23,IDA*_PDB_Bitboard,Solved,50,908028,908035,30,1.276
3,24,IDA*_Manhattan,Solved,45,6402072,6402081,694,1.376
3,24,IDA*_LinearConflict,Solved,45,465273,465279,245,1.293
3,24,IDA*_PDB_OOP,Solved,45,58404,58409,11,1.229
3,24,IDA*_PDB_Bitboard,Solved,45,58404,58409,1,1.229
3,25,IDA*_Manhattan,Solved,49,8742197,8742207,969,1.348
3,25,IDA*_LinearConflict,Solved,49,906147,906156,484,1.283
3,25,IDA*_PDB_OOP,Solved,49,206494,206502,45,1.242
3,25,IDA*_PDB_Bitboard,Solved,49,206494,206502,7,1.242
3,26,IDA*_Manhattan,Solved,37,333087,333095,36,1.360
3,26,IDA*_LinearConflict,Solved,37,20197,20201,10,1.252
3,26,IDA*_PDB_OOP,Solved,37,11110,11116,3,1.229
3,26,IDA*_PDB_Bitboard,Solved,37,11110,11116,1,1.229
3,27,IDA*_Manhattan,Solved,46,6649015,6649023,739,1.367
3,27,IDA*_LinearConflict,Solved,46,152277,152284,75,1.252
3,27,IDA*_PDB_OOP,Solved,46,27236,27241,6,1.201
3,27,IDA*_PDB_Bitboard,Solved,46,27236,27241,1,1.201
3,28,IDA*_Manhattan,Solved,56,25811690,25811699,2766,1.323
3,28,IDA*_LinearConflict,Solved,56,4334736,4334743,2247,1.278
3,28,IDA*_PDB_OOP,Solved,56,1646679,1646687,340,1.255
3,28,IDA*_PDB_Bitboard,Solved,56,1646679,1646687,54,1.255
3,29,IDA*_Manhattan,Solved,44,1373966,1373973,148,1.336
3,29,IDA*_LinearConflict,Solved,44,296994,297001,164,1.287
3,29,IDA*_PDB_OOP,Solved,44,177325,177331,36,1.271
3,29,IDA*_PDB_Bitboard,Solved,44,177325,177331,7,1.271
3,30,IDA*_Manhattan,Solved,51,18748540,18748548,2033,1.353
3,30,IDA*_LinearConflict,Solved,51,2100524,2100531,1063,1.292
3,30,IDA*_PDB_OOP,Solved,51,234673,234680,47,1.233
3,30,IDA*_PDB_Bitboard,Solved,51,234673,234680,9,1.233
3,31,IDA*_Manhattan,Solved,40,799533,799542,94,1.359
3,31,IDA*_LinearConflict,Solved,40,91418,91425,57,1.281
3,31,IDA*_PDB_OOP,Solved,40,15545,15550,3,1.219
3,31,IDA*_PDB_Bitboard,Solved,40,15545,15550,1,1.219
3,32,IDA*_Manhattan,Solved,53,135106715,135106724,15323,1.390
3,32,IDA*_LinearConflict,Solved,53,10341909,10341916,5901,1.321
3,32,IDA*_PDB_OOP,Solved,53,2257587,2257594,455,1.281
3,32,IDA*_PDB_Bitboard,Solved,53,2257587,2257594,86,1.281
3,33,IDA*_Manhattan,Solved,36,177635,177642,21,1.347
3,33,IDA*_LinearConflict,Solved,36,83471,83478,48,1.317
3,33,IDA*_PDB_OOP,Solved,36,2879,2884,1,1.185
3,33,IDA*_PDB_Bitboard,Solved,36,2879,2884,0,1.185
3,34,IDA*_Manhattan,Solved,41,424285,424294,51,1.326
3,34,IDA*_LinearConflict,Solved,41,72129,72134,39,1.264
3,34,IDA*_PDB_OOP,Solved,41,149822,149830,32,1.289
3,34,IDA*_PDB_Bitboard,Solved,41,149822,149830,5,1.289
3,35,IDA*_Manhattan,Solved,45,3292553,3292561,403,1.355
3,35,IDA*_LinearConflict,Solved,45,799830,799838,474,1.310
3,35,IDA*_PDB_OOP,Solved,45,106716,106722,22,1.248
3,35,IDA*_PDB_Bitboard,Solved,45,106716,106722,3,1.248
3,36,IDA*_Manhattan,Solved,38,903153,903162,103,1.387
3,36,IDA*_LinearConflict,Solved,38,171852,171858,112,1.323
3,36,IDA*_PDB_OOP,Solved,38,3020,3024,1,1.174
3,36,IDA*_PDB_Bitboard,Solved,38,3020,3024,0,1.174
3,37,IDA*_Manhattan,Solved,51,3338307,3338314,421,1.305
3,37,IDA*_LinearConflict,Solved,51,555848,555855,332,1.256
3,37,IDA*_PDB_OOP,Solved,51,209166,209173,41,1.230
3,37,IDA*_PDB_Bitboard,Solved,51,209166,209173,7,1.230
3,38,IDA*_Manhattan,Solved,24,71,72,0,1.079
3,38,IDA*_LinearConflict,Solved,24,68,69,0,1.076
3,38,IDA*_PDB_OOP,Solved,24,30,31,0,1.017
3,38,IDA*_PDB_Bitboard,Solved,24,30,31,0,1.017
3,39,IDA*_Manhattan,Solved,40,16605,16610,2,1.222
3,39,IDA*_LinearConflict,Solved,40,2067,2071,1,1.150
3,39,IDA*_PDB_OOP,Solved,40,680,683,0,1.112
3,39,IDA*_PDB_Bitboard,Solved,40,680,683,0,1.112
3,40,IDA*_Manhattan,Solved,45,6613913,6613923,803,1.377
3,40,IDA*_LinearConflict,Solved,45,1429932,1429941,1107,1.328
3,40,IDA*_PDB_OOP,Solved,45,113986,113994,28,1.250
3,40,IDA*_PDB_Bitboard,Solved,45,113986,113994,5,1.250
3,41,IDA*_Manhattan,Solved,57,125328093,125328104,15341,1.355
3,41,IDA*_LinearConflict,Solved,57,17729291,17729299,9668,1.307
3,41,IDA*_PDB_OOP,Solved,57,2305621,2305629,490,1.258
3,41,IDA*_PDB_Bitboard,Solved,57,2305621,2305629,102,1.258
3,42,IDA*_Manhattan,Solved,46,5370408,5370417,611,1.361
3,42,IDA*_LinearConflict,Solved,46,1855361,1855370,1063,1.328
3,42,IDA*_PDB_OOP,Solved,46,515140,515146,103,1.288
3,42,IDA*_PDB_Bitboard,Solved,46,515140,515146,15,1.288
3,43,IDA*_Manhattan,Solved,48,18868059,18868068,2188,1.380
3,43,IDA*_LinearConflict,Solved,48,2976837,2976845,1644,1.325
3,43,IDA*_PDB_OOP,Solved,48,617299,617306,122,1.279
3,43,IDA*_PDB_Bitboard,Solved,48,617299,617306,20,1.279
3,44,IDA*_Manhattan,Solved,44,825700,825708,90,1.320
3,44,IDA*_LinearConflict,Solved,44,49118,49124,26,1.231
3,44,IDA*_PDB_OOP,Solved,44,116306,116314,25,1.257
3,44,IDA*_PDB_Bitboard,Solved,44,116306,116314,4,1.257
3,45,IDA*_Manhattan,Solved,45,540354,540361,56,1.298
3,45,IDA*_LinearConflict,Solved,45,94269,94276,52,1.244
3,45,IDA*_PDB_OOP,Solved,45,22761,22767,4,1.201
3,45,IDA*_PDB_Bitboard,Solved,45,22761,22767,1,1.201
3,46,IDA*_Manhattan,Solved,43,1237946,1237955,141,1.342
3,46,IDA*_LinearConflict,Solved,43,196333,196340,112,1.282
3,46,IDA*_PDB_OOP,Solved,43,52434,52442,8,1.239
3,46,IDA*_PDB_Bitboard,Solved,43,52434,52442,4,1.239
3,47,IDA*_Manhattan,Solved,44,1648795,1648803,191,1.342
3,47,IDA*_LinearConflict,Solved,44,546341,546349,297,1.306
3,47,IDA*_PDB_OOP,Solved,44,33005,33010,6,1.218
3,47,IDA*_PDB_Bitboard,Solved,44,33005,33010,1,1.218
3,48,IDA*_Manhattan,Solved,38,197753,197760,21,1.329
3,48,IDA*_LinearConflict,Solved,38,98592,98599,55,1.302
3,48,IDA*_PDB_OOP,Solved,38,1356,1359,0,1.145
3,48,IDA*_PDB_Bitboard,Solved,38,1356,1359,0,1.145
3,49,IDA*_Manhattan,Solved,39,214173,214180,24,1.321
3,49,IDA*_LinearConflict,Solved,39,44583,44589,23,1.264
3,49,IDA*_PDB_OOP,Solved,39,6231,6236,2,1.194
3,49,IDA*_PDB_Bitboard,Solved,39,6231,6236,0,1.194
3,50,IDA*_Manhattan,Solved,48,196870,196875,20,1.246
3,50,IDA*_LinearConflict,Solved,48,13650,13654,7,1.172
3,50,IDA*_PDB_OOP,Solved,48,6704,6708,2,1.152
3,50,IDA*_PDB_Bitboard,Solved,48,6704,6708,0,1.152
3,51,IDA*_Manhattan,Solved,38,2397681,2397691,259,1.426
3,51,IDA*_LinearConflict,Solved,38,274869,274875,151,1.341
3,51,IDA*_PDB_OOP,Solved,38,36235,36241,6,1.265
3,51,IDA*_PDB_Bitboard,Solved,38,36235,36241,1,1.265
3,52,IDA*_Manhattan,Solved,58,9359287,9359294,1043,1.285
3,52,IDA*_LinearConflict,Solved,58,2470405,2470412,1239,1.254
3,52,IDA*_PDB_OOP,Solved,58,531508,531515,118,1.219
3,52,IDA*_PDB_Bitboard,Solved,58,531508,531515,17,1.219
3,53,IDA*_Manhattan,Solved,42,744683,744690,86,1.335
3,53,IDA*_LinearConflict,Solved,42,187944,187951,118,1.289
3,53,IDA*_PDB_OOP,Solved,42,58549,58555,13,1.250
3,53,IDA*_PDB_Bitboard,Solved,42,58549,58555,2,1.250
3,54,IDA*_Manhattan,Solved,42,77200,77205,9,1.259
3,54,IDA*_LinearConflict,Solved,42,22887,22892,13,1.219
3,54,IDA*_PDB_OOP,Solved,42,2051,2054,0,1.141
3,54,IDA*_PDB_Bitboard,Solved,42,2051,2054,0,1.141
3,55,IDA*_Manhattan,Solved,52,51518481,51518489,5860,1.372
3,55,IDA*_LinearConflict,Solved,52,11151039,11151047,6268,1.330
3,55,IDA*_PDB_OOP,Solved,52,282242,282248,56,1.233
3,55,IDA*_PDB_Bitboard,Solved,52,282242,282248,10,1.233
3,56,IDA*_Manhattan,Solved,59,36662542,36662550,4098,1.311
3,56,IDA*_LinearConflict,Solved,59,6794852,6794860,3465,1.272
3,56,IDA*_PDB_OOP,Solved,59,699240,699248,138,1.220
3,56,IDA*_PDB_Bitboard,Solved,59,699240,699248,26,1.220
3,57,IDA*_Manhattan,Solved,39,191758,191765,21,1.317
3,57,IDA*_LinearConflict,Solved,39,40059,40065,31,1.260
3,57,IDA*_PDB_OOP,Solved,39,8524,8530,5,1.205
3,57,IDA*_PDB_Bitboard,Solved,39,8524,8530,0,1.205
3,58,IDA*_Manhattan,Solved,52,40983978,40983987,4474,1.366
3,58,IDA*_LinearConflict,Solved,52,5997102,5997110,3148,1.313
3,58,IDA*_PDB_OOP,Solved,52,731124,731131,141,1.258
3,58,IDA*_PDB_Bitboard,Solved,52,731124,731131,22,1.258
3,59,IDA*_Manhattan,Solved,40,928683,928693,102,1.364
3,59,IDA*_LinearConflict,Solved,40,218650,218659,118,1.312
3,59,IDA*_PDB_OOP,Solved,40,9484,9490,2,1.203
3,59,IDA*_PDB_Bitboard,Solved,40,9484,9490,1,1.203
3,60,IDA*_Manhattan,Solved,44,9615130,9615140,1108,1.401
3,60,IDA*_LinearConflict,Solved,44,1428079,1428088,823,1.337
3,60,IDA*_PDB_OOP,Solved,44,216894,216902,44,1.277
3,60,IDA*_PDB_Bitboard,Solved,44,216894,216902,8,1.277
3,61,IDA*_Manhattan,Solved,35,101556,101563,13,1.336
3,61,IDA*_LinearConflict,Solved,35,24223,24230,14,1.277
3,61,IDA*_PDB_OOP,Solved,35,6917,6922,2,1.227
3,61,IDA*_PDB_Bitboard,Solved,35,6917,6922,1,1.227
3,62,IDA*_Manhattan,Solved,45,15205865,15205875,1747,1.405
3,62,IDA*_LinearConflict,Solved,45,1855516,1855525,1083,1.337
3,62,IDA*_PDB_OOP,Solved,45,604490,604499,133,1.301
3,62,IDA*_PDB_Bitboard,Solved,45,604490,604499,26,1.301
3,63,IDA*_Manhattan,Solved,41,377617,377624,40,1.321
3,63,IDA*_LinearConflict,Solved,41,72085,72091,41,1.264
3,63,IDA*_PDB_OOP,Solved,41,12045,12050,3,1.204
3,63,IDA*_PDB_Bitboard,Solved,41,12045,12050,0,1.204
3,64,IDA*_Manhattan,Solved,39,107725,107732,12,1.296
3,64,IDA*_LinearConflict,Solved,39,5679,5684,3,1.191
3,64,IDA*_PDB_OOP,Solved,39,10553,10559,3,1.213
3,64,IDA*_PDB_Bitboard,Solved,39,10553,10559,0,1.213
3,65,IDA*_Manhattan,Solved,46,8188416,8188425,922,1.374
3,65,IDA*_LinearConflict,Solved,46,486529,486535,245,1.287
3,65,IDA*_PDB_OOP,Solved,46,202159,202165,39,1.260
3,65,IDA*_PDB_Bitboard,Solved,46,202159,202165,6,1.260
3,66,IDA*_Manhattan,Solved,51,6356555,6356562,720,1.322
3,66,IDA*_LinearConflict,Solved,51,508482,508488,269,1.254
3,66,IDA*_PDB_OOP,Solved,51,95927,95932,20,1.210
3,66,IDA*_PDB_Bitboard,Solved,51,95927,95932,3,1.210
3,67,IDA*_Manhattan,Solved,47,18743161,18743171,2126,1.390
3,67,IDA*_LinearConflict,Solved,47,4826448,4826457,2827,1.348
3,67,IDA*_PDB_OOP,Solved,47,936434,936442,178,1.299
3,67,IDA*_PDB_Bitboard,Solved,47,936434,936442,29,1.299
3,68,IDA*_Manhattan,Solved,54,79129373,79129385,8919,1.367
3,68,IDA*_LinearConflict,Solved,54,10869813,10869823,5796,1.315
3,68,IDA*_PDB_OOP,Solved,54,2254410,2254419,458,1.274
3,68,IDA*_PDB_Bitboard,Solved,54,2254410,2254419,109,1.274
3,69,IDA*_Manhattan,Solved,51,379208107,379208120,42380,1.439
3,69,IDA*_LinearConflict,Solved,51,18410260,18410269,9882,1.352
3,69,IDA*_PDB_OOP,Solved,51,5042690,5042698,997,1.316
3,69,IDA*_PDB_Bitboard,Solved,51,5042690,5042698,156,1.316
3,70,IDA*_Manhattan,Solved,46,36338446,36338456,4074,1.422
3,70,IDA*_LinearConflict,Solved,46,1409892,1409899,772,1.319
3,70,IDA*_PDB_OOP,Solved,46,649027,649033,121,1.295
3,70,IDA*_PDB_Bitboard,Solved,46,649027,649033,22,1.295
3,71,IDA*_Manhattan,Solved,45,548243,548250,58,1.298
3,71,IDA*_LinearConflict,Solved,45,20006,20011,9,1.197
3,71,IDA*_PDB_OOP,Solved,45,22258,22264,4,1.200
3,71,IDA*_PDB_Bitboard,Solved,45,22258,22264,0,1.200
3,72,IDA*_Manhattan,Solved,48,9016220,9016228,1015,1.358
3,72,IDA*_LinearConflict,Solved,48,756881,756887,390,1.285
3,72,IDA*_PDB_OOP,Solved,48,260596,260602,55,1.254
3,72,IDA*_PDB_Bitboard,Solved,48,260596,260602,9,1.254
3,73,IDA*_Manhattan,Solved,45,2227725,2227734,243,1.342
3,73,IDA*_LinearConflict,Solved,45,106643,106649,56,1.248
3,73,IDA*_PDB_OOP,Solved,45,19237,19243,5,1.196
3,73,IDA*_PDB_Bitboard,Solved,45,19237,19243,1,1.196
3,74,IDA*_Manhattan,Solved,47,3923389,3923397,437,1.342
3,74,IDA*_LinearConflict,Solved,47,966241,966248,527,1.300
3,74,IDA*_PDB_OOP,Solved,47,229818,229825,63,1.257
3,74,IDA*_PDB_Bitboard,Solved,47,229818,229825,7,1.257
3,75,IDA*_Manhattan,Solved,46,981716,981723,109,1.308
3,75,IDA*_LinearConflict,Solved,46,366000,366007,242,1.278
3,75,IDA*_PDB_OOP,Solved,46,224731,224738,47,1.263
3,75,IDA*_PDB_Bitboard,Solved,46,224731,224738,6,1.263
3,76,IDA*_Manhattan,Solved,55,70423509,70423519,7809,1.356
3,76,IDA*_LinearConflict,Solved,55,12733147,12733156,6560,1.312
3,76,IDA*_PDB_OOP,Solved,55,4858462,4858471,1001,1.287
